EPE  List of violations found by TARA screening [TARA Ver 2301.2.0.0 64-bit - Fri Jul 21 13:12:24 2023]

 Loadflow Case: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\22SSWG_2025_SUM1_U1_04-study.raw
 Study Data File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\SUB.sub
 Contingency File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\AllERCOTcontingencies.con (total 28174 contingencies)
 Monitor File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\MON.mon
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 6123 violations for snapshot 22SSWG_2025_SUM1_U1_04-study.raw
 Monitored Facility                                    , Cont ID, Cont Name                                                      ,Type,   Rating,   Flow MW, Loading%, Head-Room, TotRedis,# of Helper Down,# of Harmer Up,# of External Harmer Up,
 11886 TIMBERVW_5    345    1931 COURTLND1_5   345  1  , 3984,DB_ID_47390,P1,   1595.4,    774.6,    48.55,    820.9,    -136.4,   0,   0,   0,
  3409 LAKE_CRK1_5   345   13405 THOUSE_A_5    345  1  ,26389,DB_ID_41528,P5,   1072.0,    565.1,    52.72,    506.9,    -136.3,   0,   0,   0,
 47322 KIRBY__T90_8  138   47660 GARROT_B138A  138  90 ,27126,DB_ID_21769,P7,    522.0,    345.0,    66.09,    177.0,    -136.2,   0,   0,   0,
  3403 LAKE_HALL_5   345    3405 THOUSE__5     345  1  ,28093,DB_ID_45477,P7,   1072.0,    564.9,    52.70,    507.1,    -136.1,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 ,12125,DB_ID_19184,P2,    498.0,    335.3,    67.33,    162.7,    -136.1,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 ,27121,DB_ID_21743,P7,    498.0,    335.3,    67.33,    162.7,    -136.1,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12172,DB_ID_19363,P2,    294.0,    253.5,    86.21,     40.5,    -135.9,   0,   0,   0,
 13405 THOUSE_A_5    345   68090 SAMSW         345  1  ,26389,DB_ID_41528,P5,   1072.0,    564.6,    52.66,    507.4,    -135.8,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  ,25038,DB_ID_39623,P5,   1072.0,    564.5,    52.66,    507.5,    -135.7,   0,   0,   0,
 44652 SIENNA05T1_8  138   44482 MOCITY05T2_8  138  05 ,12547,DB_ID_20739,P2,    580.0,    367.7,    63.40,    212.3,    -135.7,   0,   0,   0,
 47322 KIRBY__T90_8  138   47660 GARROT_B138A  138  90 ,12548,DB_ID_20743,P2,    522.0,    344.4,    65.98,    177.6,    -135.6,   0,   0,   0,
 40700 GRNBYU__B345  345   40900 KING____B345  345  75 ,12143,DB_ID_19234,P2,   1137.0,    590.3,    51.92,    546.7,    -135.5,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  , 2137,DB_ID_18117,P1,   1631.0,    787.8,    48.30,    843.2,    -135.4,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,18855,DB_ID_21179,P5,   1631.0,    787.8,    48.30,    843.2,    -135.4,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,12300,DB_ID_19836,P2,   1631.0,    787.8,    48.30,    843.2,    -135.4,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  , 3508,DB_ID_36608,P1,   1631.0,    787.8,    48.30,    843.2,    -135.4,   0,   0,   0,
 47310 JENETA__B138  138   47461 WESTWD_T25_8  138  25 ,12621,DB_ID_20935,P2,    521.0,    343.8,    65.99,    177.2,    -135.4,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12266,DB_ID_19693,P2,    294.0,    253.0,    86.05,     41.0,    -135.4,   0,   0,   0,
 47322 KIRBY__T90_8  138   47660 GARROT_B138A  138  90 ,27293,DB_ID_22337,P7,    522.0,    344.1,    65.91,    177.9,    -135.3,   0,   0,   0,
 47310 JENETA__B138  138   47461 WESTWD_T25_8  138  25 , 2152,DB_ID_18135,P1,    521.0,    343.6,    65.95,    177.4,    -135.2,   0,   0,   0,
 47310 JENETA__B138  138   47461 WESTWD_T25_8  138  25 , 1994,DB_ID_17960,P1,    521.0,    343.5,    65.92,    177.5,    -135.1,   0,   0,   0,
 47310 JENETA__B138  138   47461 WESTWD_T25_8  138  25 ,18852,DB_ID_21176,P5,    521.0,    343.5,    65.92,    177.5,    -135.1,   0,   0,   0,
 47661 GARROT_B138B  138   47708 MIDTWN90LR8B  138  90 ,    0,Base Case ,Base Case,    234.0,    228.6,    97.69,      5.4,    -135.0,   0,   0,   0,
 47310 JENETA__B138  138   47461 WESTWD_T25_8  138  25 , 1995,DB_ID_17961,P1,    521.0,    343.4,    65.91,    177.6,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,15806,DB_ID_32588,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  , 9517,DB_ID_32536,P2,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,15802,DB_ID_32564,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,14992,DB_ID_32536_Dup1,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,15803,DB_ID_32570,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,15799,DB_ID_32542,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,15804,DB_ID_32576,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,15805,DB_ID_32582,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,17820,DB_ID_32536_Dup1,P4,   1793.0,    852.2,    47.53,    940.8,    -135.0,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12611,DB_ID_20913,P2,    294.0,    252.4,    85.83,     41.6,    -134.8,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 , 2112,DB_ID_18089,P1,    294.0,    252.0,    85.72,     42.0,    -134.4,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12612,DB_ID_20915,P2,    294.0,    252.0,    85.72,     42.0,    -134.4,   0,   0,   0,
  3123 TRINDAD1_5    345    2432 TRICRN1_5     345  1  , 3941,DB_ID_46247,P1,   1595.0,    772.4,    48.43,    822.6,    -134.4,   0,   0,   0,
 44652 SIENNA05T1_8  138   44482 MOCITY05T2_8  138  05 ,12561,DB_ID_20782,P2,    580.0,    366.4,    63.17,    213.6,    -134.4,   0,   0,   0,
 47170 H_O_C__POI_8  138   47175 H_O_C__SB138  138  05 ,12561,DB_ID_20782,P2,   1495.0,    732.3,    48.98,    762.7,    -134.3,   0,   0,   0,
 19000 LONGSHRFLY_5  345   11387 CONSAVVY_5    345  1  ,  388,DB_ID_25061,P1,   1072.0,    563.0,    52.52,    509.0,    -134.2,   0,   0,   0,
 19000 LONGSHRFLY_5  345   11387 CONSAVVY_5    345  1  ,  387,DB_ID_25058,P1,   1072.0,    563.0,    52.52,    509.0,    -134.2,   0,   0,   0,
 44674 STAFRD05T4_8  138   44670 STAFRD_S05_8  138  05 , 2015,DB_ID_17981,P1,    580.0,    366.1,    63.12,    213.9,    -134.1,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 , 2077,DB_ID_18052,P1,    525.0,    344.1,    65.54,    180.9,    -134.1,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15794,DB_ID_32483,P4,   1631.0,    786.4,    48.22,    844.6,    -134.0,   0,   0,   0,
 44300 FTBEND_C60_8  138   44230 FLEWLN__B138  138  60 ,18895,DB_ID_21048,P5,    299.0,    253.5,    84.77,     45.5,    -133.9,   0,   0,   0,
 44300 FTBEND_C60_8  138   44230 FLEWLN__B138  138  60 ,19029,DB_ID_21412,P5,    299.0,    253.5,    84.77,     45.5,    -133.9,   0,   0,   0,
 47310 JENETA__B138  138   47461 WESTWD_T25_8  138  25 , 2168,DB_ID_18151,P1,    521.0,    342.2,    65.69,    178.8,    -133.8,   0,   0,   0,
 44300 FTBEND_C60_8  138   44230 FLEWLN__B138  138  60 , 2013,DB_ID_17979,P1,    299.0,    253.4,    84.73,     45.6,    -133.8,   0,   0,   0,
 44300 FTBEND_C60_8  138   44230 FLEWLN__B138  138  60 ,18875,DB_ID_21021,P5,    299.0,    253.3,    84.73,     45.7,    -133.7,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 , 1636,DB_ID_17550,P1,    498.0,    332.9,    66.85,    165.1,    -133.7,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12171,DB_ID_19361,P2,    294.0,    251.2,    85.44,     42.8,    -133.6,   0,   0,   0,
  3123 TRINDAD1_5    345    2432 TRICRN1_5     345  1  ,19338,DB_ID_41337,P5,   1595.0,    771.6,    48.38,    823.4,    -133.6,   0,   0,   0,
  3123 TRINDAD1_5    345    2432 TRICRN1_5     345  1  ,15619,DB_ID_45815_Dup1,P4,   1595.0,    771.6,    48.37,    823.4,    -133.6,   0,   0,   0,
  3123 TRINDAD1_5    345    2432 TRICRN1_5     345  1  ,15615,DB_ID_45775_Dup1,P4,   1595.0,    771.6,    48.37,    823.4,    -133.6,   0,   0,   0,
  3123 TRINDAD1_5    345    2432 TRICRN1_5     345  1  ,15616,DB_ID_45785_Dup1,P4,   1595.0,    771.6,    48.37,    823.4,    -133.6,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12170,DB_ID_19359,P2,    294.0,    251.1,    85.40,     42.9,    -133.5,   0,   0,   0,
 44674 STAFRD05T4_8  138   44670 STAFRD_S05_8  138  05 ,18875,DB_ID_21021,P5,    580.0,    365.4,    63.00,    214.6,    -133.4,   0,   0,   0,
  1907 VENUS_N5      345   11885 EVRMNTIE3_5   345  1  ,25076,DB_ID_39671,P5,   1072.0,    562.0,    52.43,    510.0,    -133.2,   0,   0,   0,
 44483 MOCITY05T3_8  138   44674 STAFRD05T4_8  138  05 ,    0,Base Case ,Base Case,    455.0,    315.2,    69.28,    139.8,    -133.2,   0,   0,   0,
 47310 JENETA__B138  138   47461 WESTWD_T25_8  138  25 ,12175,DB_ID_19369,P2,    521.0,    341.6,    65.57,    179.4,    -133.2,   0,   0,   0,
 19000 LONGSHRFLY_5  345   11387 CONSAVVY_5    345  1  ,15847,DB_ID_38975_Dup2,P4,   1072.0,    562.0,    52.42,    510.0,    -133.2,   0,   0,   0,
 19000 LONGSHRFLY_5  345   11387 CONSAVVY_5    345  1  ,15597,DB_ID_38975_Dup1,P4,   1072.0,    562.0,    52.42,    510.0,    -133.2,   0,   0,   0,
 19000 LONGSHRFLY_5  345   11387 CONSAVVY_5    345  1  ,15036,DB_ID_38975,P4,   1072.0,    562.0,    52.42,    510.0,    -133.2,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 ,27276,DB_ID_22273,P7,    525.0,    343.0,    65.34,    182.0,    -133.0,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 ,10001,DB_ID_20749,P2,    525.0,    343.0,    65.34,    182.0,    -133.0,   0,   0,   0,
 44674 STAFRD05T4_8  138   44670 STAFRD_S05_8  138  05 ,27203,DB_ID_22037,P7,    580.0,    364.9,    62.92,    215.1,    -132.9,   0,   0,   0,
 19000 LONGSHRFLY_5  345   11387 CONSAVVY_5    345  1  ,15033,DB_ID_38952,P4,   1072.0,    561.6,    52.39,    510.4,    -132.8,   0,   0,   0,
 44100 BRAZOS_S09_8  138   44230 FLEWLN__B138  138  09 ,27068,DB_ID_21544,P7,    280.0,    244.6,    87.37,     35.4,    -132.6,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15795,DB_ID_32497,P4,   1631.0,    784.7,    48.11,    846.3,    -132.3,   0,   0,   0,
  3391 JEWETT_N5     345    3381 BIGBRNW_5     345  1  ,19322,DB_ID_40777,P5,   1072.0,    561.1,    52.34,    510.9,    -132.3,   0,   0,   0,
 47170 H_O_C__POI_8  138   47175 H_O_C__SB138  138  05 ,12547,DB_ID_20739,P2,   1495.0,    730.3,    48.85,    764.7,    -132.3,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15800,DB_ID_32548,P4,   1631.0,    784.6,    48.11,    846.4,    -132.2,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15801,DB_ID_32556,P4,   1631.0,    784.6,    48.11,    846.4,    -132.2,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12621,DB_ID_20935,P2,    294.0,    249.5,    84.87,     44.5,    -131.9,   0,   0,   0,
 44300 FTBEND_C60_8  138   44230 FLEWLN__B138  138  60 , 2015,DB_ID_17981,P1,    299.0,    251.4,    84.07,     47.6,    -131.8,   0,   0,   0,
 44552 TV_QV__T26_8  138   44362 INTERM26T1_8  138  26 , 2011,DB_ID_17977,P1,    498.0,    331.0,    66.46,    167.0,    -131.8,   0,   0,   0,
 43261 SOWYCK26T1_8  138   44552 TV_QV__T26_8  138  26 , 1636,DB_ID_17550,P1,    498.0,    331.0,    66.46,    167.0,    -131.8,   0,   0,   0,
  3384 STJOHNS_5     345    3399 RAT_SNAKE_5   345  1  ,19357,DB_ID_41742,P5,   1072.0,    560.6,    52.29,    511.4,    -131.8,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 , 2180,DB_ID_18164,P1,    294.0,    249.1,    84.74,     44.9,    -131.5,   0,   0,   0,
 11886 TIMBERVW_5    345    1931 COURTLND1_5   345  1  ,28144,DB_ID_47394,P7,   1595.4,    769.6,    48.24,    825.8,    -131.5,   0,   0,   0,
 44310 HAYES___09B8  138   44120 BRITMR__B138  138  09 ,27068,DB_ID_21544,P7,    227.0,    222.2,    97.90,      4.8,    -131.4,   0,   0,   0,
  2420 CHILSW1_5     345    2410 NORWD_1T5     345  1  ,    0,Base Case ,Base Case,   1631.0,    783.7,    48.05,    847.3,    -131.3,   0,   0,   0,
 46020 LIMEST_POI_5  345    3390 JEWETT_S5     345  1  , 9953,DB_ID_19834,P2,   1631.0,    783.6,    48.05,    847.4,    -131.2,   0,   0,   0,
 44674 STAFRD05T4_8  138   44670 STAFRD_S05_8  138  05 , 2013,DB_ID_17979,P1,    580.0,    362.8,    62.56,    217.2,    -130.8,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 ,12219,DB_ID_19553,P2,    498.0,    329.9,    66.25,    168.1,    -130.7,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 ,12211,DB_ID_19518,P2,    498.0,    329.9,    66.25,    168.1,    -130.7,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 ,12210,DB_ID_19515,P2,    498.0,    329.9,    66.25,    168.1,    -130.7,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 ,27124,DB_ID_21753,P7,    498.0,    329.7,    66.21,    168.3,    -130.5,   0,   0,   0,
 47382 SANFLP_T09_8  138   45750 EUREKA_S09_8  138  09 ,12178,DB_ID_19379,P2,    498.0,    329.7,    66.20,    168.3,    -130.5,   0,   0,   0,
 47709 MIDTWN90LR8A  138   47731 POLK___B138B  138  90 ,    0,Base Case ,Base Case,    235.0,    224.5,    95.52,     10.5,    -130.5,   0,   0,   0,
  2433 SGVLSW1_5     345  999906 AUTO1 _33     138  1  ,27851,DB_ID_34381,P7,    750.0,    430.5,    57.40,    319.5,    -130.5,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 , 9120,DB_ID_18451,P2,    498.0,    329.6,    66.18,    168.4,    -130.4,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 , 2213,DB_ID_18234,P1,    498.0,    329.6,    66.18,    168.4,    -130.4,   0,   0,   0,
 44015 W_A_P__POI8B  138   44651 SIENNA02T2_8  138  02 ,27126,DB_ID_21769,P7,    893.0,    487.3,    54.57,    405.7,    -130.1,   0,   0,   0,
999906 AUTO1 _33     138    2434 SGVLSW1_8     138  1  ,27851,DB_ID_34381,P7,    750.0,    430.0,    57.34,    320.0,    -130.0,   0,   0,   0,
 42041 CC_AM_TAP26   138   47170 H_O_C__POI_8  138  26 ,27069,DB_ID_21550,P7,    498.0,    328.9,    66.04,    169.1,    -129.7,   0,   0,   0,
  1900 COMCHPKW_5    345   11886 TIMBERVW_5    345  1  ,15789,DB_ID_31377,P4,   1631.0,    781.7,    47.93,    849.3,    -129.3,   0,   0,   0,
 47170 H_O_C__POI_8  138   44361 INTERM05T2_8  138  05 ,12222,DB_ID_19561,P2,    412.0,    294.1,    71.39,    117.9,    -129.3,   0,   0,   0,
  1900 COMCHPKW_5    345   11886 TIMBERVW_5    345  1  ,15790,DB_ID_31379,P4,   1631.0,    781.5,    47.91,    849.5,    -129.1,   0,   0,   0,
  1900 COMCHPKW_5    345   11886 TIMBERVW_5    345  1  , 3559,DB_ID_37398,P1,   1631.0,    781.5,    47.91,    849.5,    -129.1,   0,   0,   0,
 44015 W_A_P__POI8B  138   44651 SIENNA02T2_8  138  02 , 2011,DB_ID_17977,P1,    893.0,    486.1,    54.44,    406.9,    -128.9,   0,   0,   0,
  1900 COMCHPKW_5    345   11886 TIMBERVW_5    345  1  ,25725,DB_ID_40576,P5,   1631.0,    781.2,    47.90,    849.8,    -128.8,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 , 2046,DB_ID_18014,P1,    498.0,    327.9,    65.84,    170.1,    -128.7,   0,   0,   0,
  3414 TEMP_SS__5    345    3412 TEMP_PEC__5   345  1  , 3476,DB_ID_36150,P1,   1072.0,    557.4,    52.00,    514.6,    -128.6,   0,   0,   0,
  3414 TEMP_SS__5    345    3412 TEMP_PEC__5   345  1  ,19348,DB_ID_41536,P5,   1072.0,    557.4,    52.00,    514.6,    -128.6,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 ,27069,DB_ID_21550,P7,    525.0,    337.9,    64.36,    187.1,    -127.9,   0,   0,   0,
  5915 SO_TEX__345A  345   47531 JONCRK18LR    345  18 ,27190,DB_ID_22001,P7,   1450.0,    707.9,    48.82,    742.1,    -127.9,   0,   0,   0,
 47382 SANFLP_T09_8  138   45750 EUREKA_S09_8  138  09 ,    0,Base Case ,Base Case,    384.0,    281.3,    73.26,    102.7,    -127.7,   0,   0,   0,
 44362 INTERM26T1_8  138   42041 CC_AM_TAP26   138  26 ,27068,DB_ID_21544,P7,    498.0,    326.7,    65.59,    171.3,    -127.5,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 ,12429,DB_ID_20236,P2,    525.0,    337.4,    64.26,    187.6,    -127.4,   0,   0,   0,
 42500 DOW____POI_5  345   43035 OASIS___B345  345  27 ,12554,DB_ID_20761,P2,   1314.0,    653.0,    49.69,    661.0,    -127.4,   0,   0,   0,
 42500 DOW____POI_5  345   43035 OASIS___B345  345  18 ,12554,DB_ID_20761,P2,   1314.0,    652.9,    49.69,    661.1,    -127.3,   0,   0,   0,
 43261 SOWYCK26T1_8  138   44552 TV_QV__T26_8  138  26 ,27283,DB_ID_22301,P7,    498.0,    326.4,    65.54,    171.6,    -127.2,   0,   0,   0,
 42500 DOW____POI_5  345   43035 OASIS___B345  345  27 ,12553,DB_ID_20759,P2,   1314.0,    652.7,    49.67,    661.3,    -127.1,   0,   0,   0,
 42500 DOW____POI_5  345   43035 OASIS___B345  345  18 ,12553,DB_ID_20759,P2,   1314.0,    652.6,    49.67,    661.4,    -127.0,   0,   0,   0,
  1907 VENUS_N5      345   11902 BRITTNRD2_5   345  1  ,19235,DB_ID_29907,P5,   1792.6,    844.0,    47.08,    948.6,    -127.0,   0,   0,   0,
 47382 SANFLP_T09_8  138   45750 EUREKA_S09_8  138  09 ,12177,DB_ID_19373,P2,    498.0,    326.1,    65.48,    171.9,    -126.9,   0,   0,   0,
 42500 DOW____POI_5  345   43035 OASIS___B345  345  27 , 1999,DB_ID_17965,P1,   1314.0,    652.5,    49.65,    661.5,    -126.9,   0,   0,   0,
 42500 DOW____POI_5  345   43035 OASIS___B345  345  18 , 1999,DB_ID_17965,P1,   1314.0,    652.4,    49.65,    661.6,    -126.8,   0,   0,   0,
 44100 BRAZOS_S09_8  138   44230 FLEWLN__B138  138  09 ,18895,DB_ID_21048,P5,    280.0,    238.2,    85.06,     41.8,    -126.2,   0,   0,   0,
 44100 BRAZOS_S09_8  138   44230 FLEWLN__B138  138  09 ,19029,DB_ID_21412,P5,    280.0,    238.2,    85.06,     41.8,    -126.2,   0,   0,   0,
  3380 BIGBRNE_5     345   68091 NAVARRO       345  1  ,19320,DB_ID_40774,P5,   1195.0,    604.2,    50.56,    590.8,    -126.2,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  , 4727,DB_ID_48522,P1,   1072.0,    554.9,    51.77,    517.1,    -126.1,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  ,14252,DB_ID_36768,P4,   1072.0,    554.9,    51.77,    517.1,    -126.1,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  ,15406,DB_ID_36768_Dup1,P4,   1072.0,    554.9,    51.77,    517.1,    -126.1,   0,   0,   0,
  3384 STJOHNS_5     345    3399 RAT_SNAKE_5   345  1  ,19370,DB_ID_51583,P5,   1072.0,    554.9,    51.77,    517.1,    -126.1,   0,   0,   0,
 44100 BRAZOS_S09_8  138   44230 FLEWLN__B138  138  09 , 2013,DB_ID_17979,P1,    280.0,    238.1,    85.02,     41.9,    -126.1,   0,   0,   0,
 22427 LOOP9_5       345    2420 CHILSW1_5     345  1  ,18789,DB_ID_47142,P4,   1031.0,    538.4,    52.23,    492.6,    -126.0,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  ,  401,DB_ID_25103,P1,   1072.0,    554.8,    51.76,    517.2,    -126.0,   0,   0,   0,
 44100 BRAZOS_S09_8  138   44230 FLEWLN__B138  138  09 ,18875,DB_ID_21021,P5,    280.0,    238.0,    85.02,     42.0,    -126.0,   0,   0,   0,
  5915 SO_TEX__345A  345   47531 JONCRK18LR    345  18 ,27354,DB_ID_23963,P7,   1450.0,    706.0,    48.69,    744.0,    -126.0,   0,   0,   0,
  5915 SO_TEX__345A  345   47531 JONCRK18LR    345  18 ,27144,DB_ID_21839,P7,   1450.0,    706.0,    48.69,    744.0,    -126.0,   0,   0,   0,
  1929 CENTURY1_5    345    1918 SHRYAUTO1_5   345  1  ,27926,DB_ID_36599,P7,   1072.0,    554.7,    51.75,    517.3,    -125.9,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  , 6432,DB_ID_38047,P2,   1072.0,    554.7,    51.75,    517.3,    -125.9,   0,   0,   0,
 42530 JONCRK__B345  345   42500 DOW____POI_5  345  18 ,27204,DB_ID_22039,P7,   3286.0,   1440.2,    43.83,   1845.8,    -125.8,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 ,12173,DB_ID_19365,P2,    294.0,    243.2,    82.72,     50.8,    -125.6,   0,   0,   0,
 40012 CEDAR_84T2_8  138   41690 HOPSON_X84B8  138  84 ,27275,DB_ID_22271,P7,    893.0,    482.8,    54.06,    410.2,    -125.6,   0,   0,   0,
 85000 N_SHARPE7A    345    8455 LONHILL7A     345  1  ,19155,DB_ID_11558,P5,   2405.0,   1087.5,    45.22,   1317.5,    -125.5,   0,   0,   0,
 85000 N_SHARPE7A    345    8455 LONHILL7A     345  1  ,19174,DB_ID_12245,P5,   2405.0,   1087.4,    45.21,   1317.6,    -125.4,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,15855,DB_ID_45511,P4,   1793.0,    842.6,    46.99,    950.4,    -125.4,   0,   0,   0,
  5915 SO_TEX__345A  345   44200 HILLJE__B345  345  1  ,27143,DB_ID_21837,P7,   1200.0,    605.2,    50.44,    594.8,    -125.2,   0,   0,   0,
  3390 JEWETT_S5     345    3380 BIGBRNE_5     345  1  ,14232,DB_ID_29650_Dup1,P4,   1072.0,    554.0,    51.68,    518.0,    -125.2,   0,   0,   0,
  3390 JEWETT_S5     345    3380 BIGBRNE_5     345  1  ,10087,DB_ID_29650,P2,   1072.0,    554.0,    51.68,    518.0,    -125.2,   0,   0,   0,
 11902 BRITTNRD2_5   345    1911 WEBB1_5       345  1  ,19235,DB_ID_29907,P5,   1792.6,    842.2,    46.98,    950.4,    -125.2,   0,   0,   0,
 11886 TIMBERVW_5    345    1885 EVRMNTIE1_5   345  1  ,19304,DB_ID_40295,P5,   1793.0,    842.3,    46.98,    950.7,    -125.1,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  , 3039,DB_ID_30998,P1,   1072.0,    553.7,    51.65,    518.3,    -124.9,   0,   0,   0,
 44362 INTERM26T1_8  138   42041 CC_AM_TAP26   138  26 ,27282,DB_ID_22293,P7,    498.0,    324.0,    65.07,    174.0,    -124.8,   0,   0,   0,
 44171 CRABB_09T1_8  138   44570 READNG_S09_8  138  09 , 2011,DB_ID_17977,P1,    525.0,    334.7,    63.75,    190.3,    -124.7,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  ,27762,DB_ID_30995,P7,   1072.0,    553.4,    51.63,    518.6,    -124.6,   0,   0,   0,
  7042 L_ZORN__5_1Y  345    9074 LYTTON5       345  1  ,24707,DB_ID_26870,P5,    883.0,    477.7,    54.10,    405.3,    -124.5,   0,   0,   0,
 47442 ULRICH_T24_8  138   47191 HILCRF24T1_8  138  24 ,10001,DB_ID_20749,P2,    580.0,    356.4,    61.45,    223.6,    -124.4,   0,   0,   0,
 47442 ULRICH_T24_8  138   47191 HILCRF24T1_8  138  24 ,27276,DB_ID_22273,P7,    580.0,    356.4,    61.45,    223.6,    -124.4,   0,   0,   0,
 44674 STAFRD05T4_8  138   44670 STAFRD_S05_8  138  05 ,    0,Base Case ,Base Case,    455.0,    305.9,    67.24,    149.1,    -123.9,   0,   0,   0,
 21851 FLWMNDW_5     345     646 LEWISVLSW5_1  345  1  ,18630,DB_ID_30433,P4,   1568.0,    751.1,    47.90,    816.9,    -123.9,   0,   0,   0,
