EPE  List of violations found by TARA screening [TARA Ver 2301.2.0.0 64-bit - Fri Jul 21 13:12:24 2023]

 Loadflow Case: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\22SSWG_2025_SUM1_U1_04-study.raw
 Study Data File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\SUB.sub
 Contingency File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\AllERCOTcontingencies.con (total 28174 contingencies)
 Monitor File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\MON.mon
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 6123 violations for snapshot 22SSWG_2025_SUM1_U1_04-study.raw
Index of Constraint, Monitored Facility                                    , Cont ID, Cont Name                                                      ,Type,   Rating,   Flow MW, Loading%, Head-Room, TotRedis,# of Harmer Up,# of Helper Down,# of External Harmer Up,Dfax Transfer,MW Transfer,MW Impact,Harmer Type,Harmer Max MW,Harmer Base MW,Harmer Bus#,BusName     ,Harmer Machine ID,Harmer Dfax Swing Ref,AreaName    ,ZoneName    ,Helper Type,Helper Max MW,Helper Base MW,Helper Room To Move Down MW (May have negative Pmin),Helper Bus#,BusName     ,Helper Machine ID,Helper Dfax Swing Ref,AreaName    ,ZoneName    ,
6094, 45500 T_H_W__POI_5  345  999728 111651        138  A3 , 2106,DB_ID_18082,P1,    717.0,    283.8,    39.58,    433.2,     273.1,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6094, 45500 T_H_W__POI_5  345  999728 111651        138  A3 , 2106,DB_ID_18082,P1,    717.0,    283.8,    39.58,    433.2,     273.1,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02333,,,
6095, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,18807,DB_ID_21013,P5,    717.0,    283.8,    39.58,    433.2,     273.1,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6095, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,18807,DB_ID_21013,P5,    717.0,    283.8,    39.58,    433.2,     273.1,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02333,,,
6096,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,18802,DB_ID_23698,P5,   2438.0,    800.6,    32.84,   1637.4,     274.4,   2,   1,   0,   0.63648,    224.79,    143.08,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59466,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04182,,,
6096,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,18802,DB_ID_23698,P5,   2438.0,    800.6,    32.84,   1637.4,     274.4,   2,   1,   0,   0.63648,    140.91,     89.69,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59466,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04182,,,
6097,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,18557,DB_ID_23699_Dup1,P4,   2438.0,    800.6,    32.84,   1637.4,     274.4,   2,   1,   0,   0.63648,    224.79,    143.08,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59466,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04182,,,
6097,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,18557,DB_ID_23699_Dup1,P4,   2438.0,    800.6,    32.84,   1637.4,     274.4,   2,   1,   0,   0.63648,    140.91,     89.69,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59466,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04182,,,
6098,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,14049,DB_ID_23699,P2,   2438.0,    800.6,    32.84,   1637.4,     274.4,   2,   1,   0,   0.63648,    224.79,    143.08,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59466,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04182,,,
6098,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,14049,DB_ID_23699,P2,   2438.0,    800.6,    32.84,   1637.4,     274.4,   2,   1,   0,   0.63648,    140.91,     89.69,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59466,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04182,,,
6099,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,18808,DB_ID_21014,P5,    717.0,    283.7,    39.57,    433.3,     277.3,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6099,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,18808,DB_ID_21014,P5,    717.0,    283.7,    39.57,    433.3,     277.3,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02333,,,
6100,999728 111651        138   45515 T_H_W__POI_8  138  A3 , 2107,DB_ID_18083,P1,    717.0,    283.7,    39.57,    433.3,     277.3,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6100,999728 111651        138   45515 T_H_W__POI_8  138  A3 , 2107,DB_ID_18083,P1,    717.0,    283.7,    39.57,    433.3,     277.3,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02333,,,
6101,999728 111651        138   45515 T_H_W__POI_8  138  A3 , 2106,DB_ID_18082,P1,    717.0,    283.7,    39.57,    433.3,     278.2,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6101,999728 111651        138   45515 T_H_W__POI_8  138  A3 , 2106,DB_ID_18082,P1,    717.0,    283.7,    39.57,    433.3,     278.2,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02333,,,
6102,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,18807,DB_ID_21013,P5,    717.0,    283.7,    39.57,    433.3,     278.2,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6102,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,18807,DB_ID_21013,P5,    717.0,    283.7,    39.57,    433.3,     278.2,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02333,,,
6103,  5915 SO_TEX__345A  345    5133 ELMCREEK      345  1  ,27517,DB_ID_50240,P7,   1025.0,    406.5,    39.66,    618.5,     282.2,   2,   1,   0,   0.01250,    224.79,      2.81,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,  -0.03172,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04422,,,
6103,  5915 SO_TEX__345A  345    5133 ELMCREEK      345  1  ,27517,DB_ID_50240,P7,   1025.0,    406.5,    39.66,    618.5,     282.2,   2,   1,   0,   0.01250,    140.91,      1.76,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,  -0.03172,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04422,,,
6104,  5915 SO_TEX__345A  345    5133 ELMCREEK      345  1  ,28116,DB_ID_46034,P7,   1025.0,    406.5,    39.66,    618.5,     282.2,   2,   1,   0,   0.01250,    224.79,      2.81,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,  -0.03172,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04422,,,
6104,  5915 SO_TEX__345A  345    5133 ELMCREEK      345  1  ,28116,DB_ID_46034,P7,   1025.0,    406.5,    39.66,    618.5,     282.2,   2,   1,   0,   0.01250,    140.91,      1.76,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,  -0.03172,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04422,,,
6105,    46 FARRAR        138      45 OLETHA        138  1  ,19348,DB_ID_41536,P5,    214.0,     82.1,    38.38,    131.9,     293.6,   2,   1,   0,   0.01181,    224.79,      2.65,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00581,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00600,,,
6105,    46 FARRAR        138      45 OLETHA        138  1  ,19348,DB_ID_41536,P5,    214.0,     82.1,    38.38,    131.9,     293.6,   2,   1,   0,   0.01181,    140.91,      1.66,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00581,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.00600,,,
6106,    46 FARRAR        138      45 OLETHA        138  1  , 3476,DB_ID_36150,P1,    214.0,     82.1,    38.38,    131.9,     293.9,   2,   1,   0,   0.01181,    224.79,      2.65,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00581,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00600,,,
6106,    46 FARRAR        138      45 OLETHA        138  1  , 3476,DB_ID_36150,P1,    214.0,     82.1,    38.38,    131.9,     293.9,   2,   1,   0,   0.01181,    140.91,      1.66,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00581,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.00600,,,
6107,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15819,DB_ID_34921,P4,   2438.0,    786.5,    32.26,   1651.5,     296.6,   2,   1,   0,   0.63624,    224.79,    143.02,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04139,,,
6107,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15819,DB_ID_34921,P4,   2438.0,    786.5,    32.26,   1651.5,     296.6,   2,   1,   0,   0.63624,    140.91,     89.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04139,,,
6108,  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  ,27966,DB_ID_38117,P7,   1792.0,    703.6,    39.26,   1088.4,     306.3,   2,   1,   0,   0.04323,    224.79,      9.72,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.01584,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.02740,,,
6108,  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  ,27966,DB_ID_38117,P7,   1792.0,    703.6,    39.26,   1088.4,     306.3,   2,   1,   0,   0.04323,    140.91,      6.09,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.01584,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.02740,,,
6109,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15794,DB_ID_32483,P4,   2438.0,    776.0,    31.83,   1662.0,     313.4,   2,   1,   0,   0.63552,    224.79,    142.86,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59485,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04067,,,
6109,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15794,DB_ID_32483,P4,   2438.0,    776.0,    31.83,   1662.0,     313.4,   2,   1,   0,   0.63552,    140.91,     89.55,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59485,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04067,,,
6110,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15801,DB_ID_32556,P4,   2438.0,    775.6,    31.81,   1662.4,     314.2,   2,   1,   0,   0.63530,    224.79,    142.81,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59464,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04067,,,
6110,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15801,DB_ID_32556,P4,   2438.0,    775.6,    31.81,   1662.4,     314.2,   2,   1,   0,   0.63530,    140.91,     89.52,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59464,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04067,,,
6111,  5915 SO_TEX__345A  345    5133 ELMCREEK      345  1  ,19349,DB_ID_41538,P5,   1025.0,    406.1,    39.62,    618.9,     328.8,   2,   1,   0,   0.01183,    224.79,      2.66,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,  -0.03421,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04605,,,
6111,  5915 SO_TEX__345A  345    5133 ELMCREEK      345  1  ,19349,DB_ID_41538,P5,   1025.0,    406.1,    39.62,    618.9,     328.8,   2,   1,   0,   0.01183,    140.91,      1.67,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,  -0.03421,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04605,,,
6112,  2432 TRICRN1_5     345    2437 FRNY1_5       345  1  ,28136,DB_ID_47047,P7,    956.0,    371.0,    38.81,    585.0,     329.6,   2,   1,   0,   0.03455,    140.91,      4.87,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00729,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.02726,,,
6112,  2432 TRICRN1_5     345    2437 FRNY1_5       345  1  ,28136,DB_ID_47047,P7,    956.0,    371.0,    38.81,    585.0,     329.6,   2,   1,   0,   0.03455,    224.79,      7.77,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00729,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,  -0.02726,,,
6113, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 , 2585,DB_ID_27827,P1,    382.0,    149.2,    39.07,    232.8,     333.1,   2,   1,   0,   0.01067,    140.91,      1.50,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.02095,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.01028,,,
6113, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 , 2585,DB_ID_27827,P1,    382.0,    149.2,    39.07,    232.8,     333.1,   2,   1,   0,   0.01067,    224.79,      2.40,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.02095,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.01028,,,
6114, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,27123,DB_ID_21749,P7,    382.0,    149.0,    39.01,    233.0,     336.1,   2,   1,   0,   0.01126,    140.91,      1.59,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00888,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00238,,,
6114, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,27123,DB_ID_21749,P7,    382.0,    149.0,    39.01,    233.0,     336.1,   2,   1,   0,   0.01126,    224.79,      2.53,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00888,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,  -0.00238,,,
6115, 44500 OBRIEN_B345A  345  999733 111575        138  A1 ,12359,DB_ID_20030,P2,   1000.0,    396.3,    39.63,    603.7,     341.0,   2,   1,   0,   0.01076,    140.91,      1.52,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.04702,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.03626,,,
6115, 44500 OBRIEN_B345A  345  999733 111575        138  A1 ,12359,DB_ID_20030,P2,   1000.0,    396.3,    39.63,    603.7,     341.0,   2,   1,   0,   0.01076,    224.79,      2.42,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.04702,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.03626,,,
6116, 47310 JENETA__B138  138   47462 WESTWD25T2_8  138  25 ,27129,DB_ID_21778,P7,    525.0,    205.7,    39.18,    319.3,     343.7,   2,   1,   0,   0.01249,    140.91,      1.76,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.08596,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.07347,,,
6116, 47310 JENETA__B138  138   47462 WESTWD25T2_8  138  25 ,27129,DB_ID_21778,P7,    525.0,    205.7,    39.18,    319.3,     343.7,   2,   1,   0,   0.01249,    224.79,      2.81,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.08596,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.07347,,,
6117, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,27630,DB_ID_27655,P7,    382.0,    148.6,    38.90,    233.4,     350.5,   2,   1,   0,   0.01201,    140.91,      1.69,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.02062,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.00860,,,
6117, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,27630,DB_ID_27655,P7,    382.0,    148.6,    38.90,    233.4,     350.5,   2,   1,   0,   0.01201,    224.79,      2.70,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.02062,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.00860,,,
6118, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,13825,DB_ID_834,P2,    382.0,    148.6,    38.90,    233.4,     350.5,   2,   1,   0,   0.01201,    140.91,      1.69,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.02062,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.00860,,,
6118, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,13825,DB_ID_834,P2,    382.0,    148.6,    38.90,    233.4,     350.5,   2,   1,   0,   0.01201,    224.79,      2.70,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.02062,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.00860,,,
6119, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,14218,DB_ID_26079_Dup1,P4,    382.0,    148.6,    38.90,    233.4,     350.5,   2,   1,   0,   0.01201,    140.91,      1.69,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.02062,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.00860,,,
6119, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,14218,DB_ID_26079_Dup1,P4,    382.0,    148.6,    38.90,    233.4,     350.5,   2,   1,   0,   0.01201,    224.79,      2.70,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.02062,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.00860,,,
6120, 46020 LIMEST_POI_5  345    3390 JEWETT_S5     345  1  ,    0,Base Case ,Base Case,   1385.0,    497.6,    35.93,    887.4,     350.5,   2,   1,   0,   0.16077,    224.79,     36.14,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.13961,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.02116,,,
6120, 46020 LIMEST_POI_5  345    3390 JEWETT_S5     345  1  ,    0,Base Case ,Base Case,   1385.0,    497.6,    35.93,    887.4,     350.5,   2,   1,   0,   0.16077,    140.91,     22.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.13961,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.02116,,,
6121,  1929 CENTURY1_5    345    1918 SHRYAUTO1_5   345  1  , 4516,DB_ID_36353,P1,   1072.0,    424.9,    39.63,    647.1,     352.2,   2,   1,   0,   0.01119,    224.79,      2.52,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00095,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.01024,,,
6121,  1929 CENTURY1_5    345    1918 SHRYAUTO1_5   345  1  , 4516,DB_ID_36353,P1,   1072.0,    424.9,    39.63,    647.1,     352.2,   2,   1,   0,   0.01119,    140.91,      1.58,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00095,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.01024,,,
6122,  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,19294,DB_ID_40268,P5,   1195.0,    471.8,    39.48,    723.2,     360.4,   2,   1,   0,   0.01734,    140.91,      2.44,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,  -0.00044,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.01777,,,
6122,  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,19294,DB_ID_40268,P5,   1195.0,    471.8,    39.48,    723.2,     360.4,   2,   1,   0,   0.01734,    224.79,      3.90,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,  -0.00044,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,  -0.01777,,,
6123,999733 111575        138   44510 OBRIEN_B138A  138  A1 ,12359,DB_ID_20030,P2,   1000.0,    396.1,    39.61,    603.9,     361.6,   2,   1,   0,   0.01076,    224.79,      2.42,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.04702,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.03626,,,
6123,999733 111575        138   44510 OBRIEN_B138A  138  A1 ,12359,DB_ID_20030,P2,   1000.0,    396.1,    39.61,    603.9,     361.6,   2,   1,   0,   0.01076,    140.91,      1.52,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.04702,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.03626,,,
